FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
722513,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
722513,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Bachelor of Science,SECONDARY,Arts & Sciences,History,History
722514,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Master of Sci. Planning,PRIMARY,Social Sciences,Urban Planning,Urban & Regional Planning
722514,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business
722516,Chipola Junior College,Graduated,,Associate of Arts,,,,
722516,Florida State University,Graduated,1977-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
722519,Florida State University,Graduated,1994-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
722525,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
722527,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,"Recreation, Tourism, Events"
722528,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Geography,Geography
722530,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
722531,Florida State University,Graduated,1968-03-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Nursing,Nursing,Nursing
722534,Florida State University,Graduated,1970-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,Social Sciences,Social Science
722534,Florida State University,Graduated,1974-06-01T00:00:00.000000000,Master of Science,PRIMARY,Social Sciences,Political Science,Political Science
722534,Florida State University,Graduated,1974-08-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722536,Florida State University,Incomplete,,,PRIMARY,Social Sciences,Economics,Economics
722539,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Psychology,Psychology
722539,Florida State University,Graduated,1983-03-01T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722539,Florida State University,Graduated,1986-08-08T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Arts & Sciences,Psychology,Psychology
722540,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Library & Information Studies,Library Studies
722542,Florida State University,Graduated,2006-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722542,Florida State University,Incomplete,,,PRIMARY,Social Sciences,Political Science,American Politics & Policy
722543,Florida State University,Graduated,1984-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722543,Florida State University,Graduated,1989-08-15T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
722544,Florida State University,Graduated,2005-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Family & Child Sciences,Child Development
722545,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,International Affairs,International Affairs
722547,Florida State University,Graduated,2005-12-17T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Higher Education
722559,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722565,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
722566,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Science,SECONDARY,Business,Finance,Finance
722566,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
722566,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
722569,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Undecided Transient
722569,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Mathematics
722576,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
722580,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Mathematics,Mathematics
722586,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication Studies
722588,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Sports Management,Physical Education
722595,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mental Disabilities
722605,Florida State University,Graduated,1999-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
722605,Florida State University,Graduated,2000-08-11T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Library & Information Studies,Information Studies
722608,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Finance,Finance
722608,Florida State University,Graduated,1998-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722612,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722612,Florida State University,Graduated,1989-04-29T00:00:00.000000000,Master of Accounting,PRIMARY,Business,Accounting,Accounting
722620,University Of Missouri-Columbia,Graduated,,Doctor of Philosophy,,,,
722620,Florida State University,Graduated,1988-12-10T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Secondary Math Education
722620,University Of Missouri-Columbia,Graduated,,Doctor of Veterinary,,,,
722622,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722627,Florida State University,Graduated,2003-05-03T00:00:00.000000000,Associate of Arts,PRIMARY,Communication & Information,Communication,Mass Media Studies
722627,Florida State University,Graduated,2004-12-11T00:00:00.000000000,Bachelor of Arts,PRIMARY,Communication & Information,Communication,Digital Media Production
722632,Florida State University,Graduated,1999-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
722632,Florida State University,Graduated,1994-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Human Resource Management
722635,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
722640,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Associate of Arts,PRIMARY,Communication & Information,Communication,Media Production
722640,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Digital Media Production
722640,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722642,Florida State University,Incomplete,,,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology Prerequisites Incomplete
722644,Florida State University,Graduated,1996-04-27T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Marketing,Marketing
722644,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722648,Florida State University,Graduated,2000-04-29T00:00:00.000000000,Associate of Arts,PRIMARY,Fine Arts,Interior Design,Interior Design
722650,Florida State University,Graduated,1994-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722650,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
722655,Florida State University,Graduated,1995-08-15T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
722655,Florida State University,Graduated,1990-08-14T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722658,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722658,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Associate of Arts,PRIMARY,Social Sciences,Political Science,Political Science
722659,Florida State University,Graduated,1964-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722660,Florida State University,Graduated,1999-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management Information Systems,Management Info Systems
722661,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,Criminology
722671,Illinois State University,Graduated,1987-10-01T00:00:00.000000000,Doctor of Philosophy,,,,
722680,Temple University,Graduated,,Master of Business Administration,,,,
722680,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Mathematics,Pre-Biological Science
722681,Florida State University,Graduated,2006-04-29T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Psychology,Psychology
722684,Florida State University,Graduated,1983-05-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,Political Science,Political Science
722684,Florida State University,Graduated,1995-12-16T00:00:00.000000000,Master of Public Administration,PRIMARY,Social Sciences,Public Administration,Public Administration
722687,Florida State University,Graduated,2008-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722688,Florida State University,Incomplete,,,,,,
722697,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
722698,Florida State University,Graduated,2001-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Real Estate
722699,Florida State University,Graduated,2010-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Psychology,Psychology
722702,Florida State University,Graduated,1991-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
722703,Florida State University,Graduated,1995-04-29T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722704,Florida State University,Graduated,1990-04-28T00:00:00.000000000,Master of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722704,Florida State University,Graduated,2020-05-02T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Information,Information
722704,Florida State University,Graduated,1988-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722705,Florida State University,Graduated,2000-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722706,Florida State University,Graduated,1993-12-18T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Engineering
722707,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
722708,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722709,Florida State University,Graduated,1997-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Family & Child Sciences,Child Development
722710,Florida State University,Graduated,1999-05-01T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
722710,Florida State University,Graduated,1995-12-16T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Finance,Finance
722710,Florida State University,Graduated,1997-04-26T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
722713,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Literature
722718,Florida State University,Graduated,1977-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
722720,Florida State University,Graduated,1972-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
722721,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
